w,fc,sclass,size3,labunits,mandays,farmvaluee,machinee,buildingse,landimpe,labfame,labcase,conacree,hiredlabe,intereste,opexmachinery,opexbuildings,upkeepe,limee,annuitiese,ratee,insurancee,fuellubse,esbe,phonee,rentretirefame,rentretirenonfame,miscoverheade,dairyinggrossoutput,cattlegrossoutput,sheepgrossoutput,cropsgrossoutput,cropandlivegrossoutput,othergrantsandsubs,aidairy,aicattle,aisheep,advisefee,maritalstat,hohsex,age,offjobtype,offjobinc,childunder5,childunder15,childunder19,loan,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub11,sub12,sub13,sub14,sub15,sub16,sub17,sub18,sub19,sub20,sub21,sub22,sub23,sub24,sub25,sub26,sub27,sub28,sub29,sub30,sub31,sub32,sub33,sub34,sub35,sub36,sub37,sub38,sub39,sub40,sub41,sub42,sub43,sub44,sub45,sub46,sub47,sub48,sub49,sub50,sub51,sub52,sub53,sub54,sub55,sub56,sub57,sub58,sub59,sub60,sub61,sub62,sub63,sub64,sub65,sub66,sub67,sub68,sub69,sub70,sub71,sub72,sub73,sub74,sub75,sub76,sub77,sub78,sub79,DYave,DYbullave,DYcloseinv,DYmilkgal,DYmilke,DYsubs,DYconcentrates,DYpasture,DYwinfor,DYmisccosts,DYownquota,DYleasedquota,DYletquota,DYquota,DYfat,DYprotein,DYforagearea,DYfeedarea,t
92.70588,11590,132,32.77959,1,101.81,400000,3924.72,15878.67,5819.81,15049,0,0,0,0,1667,244,1808,0,0,0,250,576,294,40,0,0,1220,0,27538,0,0,27538,25248.5,0,0,0,300,1,1,72,3,,0,0,0,0,0,7300,0,0,0,6096.5,0,0,0,3135,3135,0,0,0,225,225,0,0,0,1092,2397,0,0,0,0,1542,0,0,0,5087,5087,0,0,0,11852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.34375,5549,316,62.28122,1.29,123.48,290000,23562.37,16430.19,8558.57,19396.49,0,1549,0,361.2,4740,168,85,0,0,0,1230,1514,86,28,0,0,1577,0,9707,3471,2978,16593,11247,0,112,0,0,1,1,68,3,,0,0,0,9157,0,0,0,0,0,0,0,0,0,807,807,0,0,0,60,60,0,0,0,0,240,0,0,0,0,242,0,0,0,1120,1120,0,3673,0,7574,0,0,0,0,66,66,1,.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.9259,23225,233,29.94678,1,76.05,400000,1265,20502.33,0,15049,0,0,0,0,2078,300,0,0,0,0,263,530,70,50,0,0,1184,0,10006,3282,0,13288,20330,0,250,0,0,3,1,48,3,,0,0,0,0,0,0,0,0,0,5635,0,0,0,0,0,0,0,0,110,110,0,0,0,153,1945,0,0,0,0,636,0,0,0,2200,2200,0,2632,0,12063,0,0,0,0,45,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.31707,13244,212,57.87014,2,222,1430000,56102.05,39417.88,0,15049,0,0,20000,0,6073,356,1134,0,0,0,875,1783,274,302,0,0,3989,0,31104,0,5863,36967,18624,0,388,0,226,3,1,61,3,,0,0,0,0,0,0,3270,0,0,8296,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,1890,0,0,0,0,207,0,0,0,0,0,0,831,0,9497,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.63333,14119,115,47.44947,1.5,493.16,440000,41817.3,113219.2,0,22573.5,0,8773,0,298.37,3975,900,1657,317,0,0,1387,2679,823,641,0,3829,2380,58417.42,37498,0,13863,109778.4,18068,1118,0,0,188,1,1,35,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822,1822,0,0,0,27,3635,0,0,0,0,1586,0,0,0,0,0,0,0,0,18068,0,0,0,0,0,0,1,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.49,.67,33250,207061,55226.42,4281,8172,3007.19,2844.68,9128,147590,26981,0,184047,30028.7,33354.3,14.61727,23.43134,0
125.8571,23353,114,27.11398,.17,85.5,300000,26012.72,0,0,2508.17,0,2400,0,1487.52,1634,0,0,0,0,0,800,600,0,480,0,0,1620,0,0,0,24200,24200,12493,0,0,0,420,3,1,31,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12493,0,0,0,0,0,0,.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.57377,20395,425,47.55064,1.17,553.08,700000,65253.69,31164.79,7937.92,15049,1500,2900,510,0,6456,0,530,0,0,0,1800,2612,1200,220,0,0,1515,91161,15860,0,0,107021,10290,800,349,0,0,3,1,63,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,0,0,0,0,0,0,0,0,0,0,0,3807,0,6483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.56,1,61800,302304,81045,6153,10360,1037.07,6379.89,9645,244501,28391,0,302892,44199.2,52246.3,28.72868,39.93849,0
39.176,16577,131,83.77006,2.56,672.1,1022000,108451.7,110141.5,5816.36,38458.56,0,8043,0,3677.86,16308,972,2200,0,0,0,2770,7474,2741,660,0,0,4637,97837.91,76077,0,0,173914.9,37153,792,0,0,226,1,1,53,3,,0,0,0,57464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,750,0,0,0,2881,10701,0,0,0,0,818,0,0,0,0,0,0,3428,0,33725,0,0,0,0,0,0,2,.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.47,1.33,66675,360609,93007.91,8505,12034,4088.92,6519.26,20499.91016,320386,28159,0,356387,51113.4,57415.3,38.05265,51.16044,0
58.31707,16737,501,62.72637,1.01,83.18,320000,6534.82,32292.65,9996.93,15049,0,0,100,0,1095,190,1039,0,0,0,660,434,400,315,0,0,1530,0,12231,21,0,12252,24939,0,0,0,0,1,2,44,1,,0,0,2,0,0,0,0,0,0,8410,24.8,0,0,2224,2224,0,0,0,300,300,0,0,0,0,0,0,0,0,0,350,0,0,0,2144,2144,0,4127,0,12402,0,0,0,0,132,132,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.70588,15360,212,29.13741,.63,154.21,510000,5891.06,28487.09,9787.2,6019.6,0,0,3210,1003,2505,737,424,540,0,0,1413,914,232,389,0,0,2475,0,19489,1941,0,21430,18986.1,0,0,0,507,3,1,45,1,,0,0,0,10261,0,0,0,0,0,6021,0,0,0,2242,2242,0,0,0,870,870,0,0,0,0,240,0,0,0,0,1586,0,0,0,1560,1560,0,1856,0,11109.1,0,0,0,0,29,29,.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.57377,19189,524,44.1108,1.33,378.97,293343,21101.3,52676.7,7756.77,20065.33,0,1567,0,90,6613,256,1397,0,0,0,778,3248,886,241,0,0,2806,57774.8,25067,0,0,82841.8,15499,418,0,0,212,1,1,59,3,,0,0,0,0,0,11816,0,0,0,0,0,0,0,0,0,0,0,0,1320,1320,0,0,0,0,2070,0,0,0,0,823,0,0,0,0,0,0,3445,0,12054,0,0,0,0,0,0,1,.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4,1.58,38896,188418,49413.8,4434,6791,1554.05,1890.92,5082,184840,0,0,190055,27493.4,31075.9,25.11078,32.09162,0
92.70588,15124,427,20.639,1.14,71.36,390000,13238.01,27972.86,0,17222.74,0,1400,0,91,2178,218,1640,0,0,0,362,1080,389,309,0,0,2356,0,21728,0,0,21728,10014.8,0,0,0,0,1,1,51,1,,0,0,0,1216,0,0,0,0,0,2536,0,0,0,1865,1865,0,0,0,0,0,0,0,0,3150,3150,0,0,0,0,403,0,0,0,2864,2864,0,1532,0,5946.8,0,0,0,0,0,0,.81,.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,10114,113,143.6636,3,1169.65,1100000,80346.8,180187.5,9992.36,15049,0,8000,34192,6642,18701,6407,7630,1626,0,0,4834,4082,2474,1320,0,0,12778,162407.3,50974,0,42314,255695.3,24396,7168,0,0,300,1,1,66,3,,0,0,0,25444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,2940,0,0,0,0,0,0,0,0,0,0,0,0,0,24396,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.54,0,80100,539179,158410.3,11866,20923,6841.14,20299.06,30447,501471,0,0,505916,0,0,50.37939,76.49784,0
94.55556,20028,238,124.6434,1.39,548.89,8000000,18211.27,54692.3,7539.99,20901.39,0,0,0,0,3758,2312,2591,0,0,0,1535,535,502,404,0,0,4812,0,44638,17679,0,62317,31226.4,0,245,0,212,1,1,54,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,3408,3408,0,0,0,34,34,0,0,0,2352,5196,0,0,0,0,2723,0,0,0,5040,5040,0,0,0,31226.39,0,0,0,0,252,252,1,.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.1579,18500,607,40.46863,.56,48.54,140000,3742.74,15694.12,0,8360.56,0,2400,0,260.82,698,30,0,0,0,0,120,500,130,40,0,0,500,0,7988,0,0,7988,7745,0,75,0,0,1,1,42,1,,0,0,2,458,0,0,0,0,0,1789,0,0,0,897,897,0,0,0,0,0,0,0,0,168,168,0,0,0,0,42,0,0,0,960,960,0,2706,0,3250,0,0,0,0,0,0,.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.12308,20029,131,84.98412,1.33,471.4,2520000,40242,59541.45,5700,20065.33,0,0,0,96,4526,2081,946,0,0,0,1876,1936,287,485,0,0,4373,0,43790,14049,14278,86277,34772,0,0,0,302,1,1,62,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,3945,3945,0,0,0,840,840,0,0,0,1373,2772,0,0,0,0,2953,0,0,0,3092,3092,0,3428,0,31344,0,0,0,0,214,214,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.17647,20245,134,72.03416,.69,306.11,3000000,69490.54,52787.84,0,10032.67,0,0,480,900,11344.11,544,872,0,0,0,1550,4510,211,521,0,0,8430,0,38962.6,121,38063,77146.6,40631,0,0,0,1757,1,1,45,2,,0,1,1,0,0,0,0,0,0,10357,0,0,0,4124,4124,0,0,0,0,0,0,0,0,4410,4410,0,0,0,0,2622.6,0,0,0,0,0,0,0,0,30274,0,0,0,0,0,0,.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.176,11228,445,101.7786,1,690.45,1225164,23159.24,19474.37,17400.79,15049,0,5529,0,9205,9941,180,1157,0,0,0,1490,7513,1796,564,0,0,5339,63004.61,36377,0,0,99381.61,21792,1144,0,0,0,1,1,48,3,,0,0,3,158276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,0,0,0,4753,5765,0,0,0,0,1151,0,0,0,1484,1484,0,3428,0,18364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.47,.92,66688,214277,56749.61,5220,0,4258.26,3795.27,8827.370117,211692,0,0,223149,30235.2,35544.9,48.99132,48.99132,0
81.1579,24476,422,49.77641,1,114.19,600000,268.45,10698.25,0,15049,0,0,0,0,0,0,2100,0,0,0,1200,0,0,120,0,0,3763,0,13919,0,7136,21055,22844,0,0,0,1128,1,2,38,3,,1,0,1,0,0,0,7136,0,0,6670,0,0,0,3586,3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,0,0,0,3200,3200,0,2505,0,13669,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.57377,14102,422,38.04051,1.36,356.22,236500,31625.84,44044.89,7078.52,20065.33,425,6486,0,466.28,4401,606,455,716,0,0,210,1685,1033,282,0,0,3214,69339.4,9388,0,0,85549.4,14714,2050,360,0,418,1,1,42,3,,0,0,0,0,0,0,0,0,0,5675,0,0,0,0,0,0,0,0,0,0,0,0,0,840,840,0,0,0,0,182,0,0,0,0,0,0,3305,0,5734,0,0,0,0,0,0,1,.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.07,0,28575,233627,63210.4,4672,4634,2878.73,3119.48,9623,196582,13650,0,228840,35512.7,38412.1,24.439,29.36808,0
56.12308,20432,220,52.60921,1.65,378.36,1040000,73161.47,52742.13,2057.02,20265.99,200,0,4521,414.4,5955,1409,2596,300,0,0,1544,1653,1535,298,0,0,4868,55576.6,28996,7183,5261.88,97017.48,21780,400,90,0,226,3,1,43,3,,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394,2394,0,0,0,0,1710,0,0,0,0,715,0,0,0,1228,1228,0,4000,0,17780,0,0,0,0,76,76,1.35,0,0,.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.65,.75,25600,203050,53887.6,4922,10984,2734.93,3110.08,7559,195000,0,0,195000,28311.9,33250.7,20.50141,31.67884,0
195.8696,23476,309,12.94996,.39,18.86,150000,127.23,0,0,5852.39,0,0,0,0,90,0,65,0,0,0,0,90,10,80,0,0,119,0,660,0,200,860,3234,0,0,0,65,3,1,49,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,160,160,0,1100,0,2134,0,0,0,0,0,0,.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.70588,18525,425,23.87649,1,67.2,350000,7778.74,20186.99,0,15049,0,600,0,0,1349,128,382,0,0,0,360,701,350,200,0,0,1338,0,15477,0,0,15477,10625,0,0,0,70,1,1,54,1,,0,0,0,0,0,0,0,0,0,3929,0,0,0,1928,1928,0,0,0,300,300,0,0,0,0,0,0,0,0,0,576,0,0,0,940,940,0,1332,0,5364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,14154,134,22.66243,2,164.5,252000,8700.15,4273.18,0,30098,60,1500,0,0,1868,990,100,0,0,0,232,798,440,149,0,0,1869,24398.52,10406,0,0,34804.52,7266,0,0,0,61,2,1,70,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,720,0,0,0,0,180,0,0,0,0,345,0,0,0,0,0,0,1518,0,5748,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.16,1,17420,80359,21106.52,1641,1702,1611.36,0,2062,69057,0,0,69057,11057.1,12786.4,9.603205,11.28265,0
56.12308,19051,136,63.13106,2,502.79,1230000,83271.84,60508.78,10384.95,30098,0,18810,0,1170.9,8993,383,0,0,0,0,850,3377,1734,821,15610,0,5315,84460.04,63232,0,0,147692,25208,0,1934,0,347,1,1,31,3,,1,0,0,21245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4744,9559,0,0,0,0,1785,0,0,0,0,0,0,0,0,25208,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.73,1,52660,330755,86159.04,6463,6163,3260.35,7431.81,11246,264751,28587,0,306201,46749.6,52689.6,23.93315,30.89375,0
39.176,16229,115,67.17792,2.15,753.1,800000,20096.81,64584.11,3098.73,32321.91,0,7700,0,35,3385,964,2790,0,0,0,589,1093,1312,189,0,0,6394,66720.7,42020,0,0,108740.7,28068,882,0,0,300,1,1,60,3,,0,0,0,0,0,0,0,0,0,7697,0,0,0,0,0,0,0,0,570,570,0,0,0,0,1935,0,0,0,0,1867,0,0,0,2344,2344,0,3428,0,16943,0,0,0,0,0,0,1.55,.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.65,0,37950,250996,65311.7,6394,6832,3035.94,5243.69,7035,247434,0,0,270585,37814.3,42623.9,27.17873,34.94871,0
39.176,19081,230,51.79984,1.49,439.43,1250000,45070.89,108014.7,0,21068.6,0,0,1160,5283,4226,732,1100,0,0,0,889,2189,1855,973,0,0,5094,94522,42632,0,0,137154,23678.6,1872,0,0,450,3,1,31,3,,0,0,0,99970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5127,8427,0,0,0,0,970,0,0,0,4400,4400,0,3428,0,20250.64,0,0,0,0,0,0,1.4,0,.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.06,1.5,47840,315126,88483,8520,12882,4246.22,5838.41,12577,289614,0,0,355009,50101.3,56494.6,30.90994,44.27268,0
92.70588,15328,427,29.5421,.94,86.85,511000,2688.82,1775.43,0,14212.94,0,0,0,0,1300,24,20,0,0,0,360,320,101,85,0,0,183,0,9932,0,0,9932,7644,0,0,0,0,1,1,69,3,,0,0,0,0,0,600,0,0,0,0,0,0,0,1076,1076,0,0,0,840,840,0,0,0,0,180,0,0,0,0,177,0,0,0,1840,1840,0,2680,0,4964,0,0,0,0,0,0,.83,.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.23809,23267,439,137.5933,2.41,730.33,2520000,84615.58,92249.84,4650.22,30098,0,650,6925,621.6,8358,1650,6532,0,0,0,1561,5254,781,1215,0,0,3471,0,110281,22982,0,133263,37055,0,0,0,300,1,1,41,3,,0,1,1,19529,0,212,0,0,0,0,0,0,0,8219,8219,0,0,0,0,0,0,0,0,12825,13054,0,0,0,0,3454,0,0,0,7660,7660,0,0,0,37055,0,0,0,0,378,378,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.57377,19154,115,36.42176,1.33,302.56,650000,44782.49,38704.82,7276.57,15049,0,0,4600,0,5075,5712,282,0,0,0,2020,1238,2239,600,0,0,7754,93258.46,12923,0,3160,109341.5,8079,1628,0,0,226,1,1,45,3,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,8079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9,.75,48450,327512,89687.46,7999,9032,2858.38,3898.6,16230,316729,1362,0,327274,0,0,22.9619,32.25754,0
92.70588,21459,328,24.28118,.44,120.9,250000,18865.18,21537.77,1919,6688.44,0,0,0,0,1440,2654.61,1092.95,0,0,0,0,911,488,224,0,0,893,0,8323.5,279.2000122,0,8602.7,11382.3,0,0,0,305,1,1,43,1,,0,0,0,0,0,0,0,0,0,4771.96,0,0,0,897,897,0,0,0,120,120,0,0,0,0,0,0,0,0,0,226,0,0,0,960,960,0,2114.46,0,4495.9,0,0,0,0,25.2,25.2,.39,.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.57377,16578,328,38.84988,1.28,943.44,1000000,16213.66,15519.02,3875.6,19229.28,0,0,0,2432.6,8230,2670,1676,0,0,0,1680,2745,3535,964,0,0,1670,63679,17737,7814,0,89230,11566,0,440,0,69,1,1,48,3,,0,0,2,62653,0,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709,0,8857,0,0,0,0,107,107,1,.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.48,1,61745,225135,61827,4413,14781,3294.76,4513.9,7311,183907,30000,0,213907,31964.6,35107.9,23.82793,40.21772,0
195.8696,21492,425,19.02025,.78,67.62,350000,13071.52,12293.71,0,11704.78,0,0,0,0,988,0,200,0,0,0,110,450,200,50,0,0,200,0,9951,0,0,9951,6423,0,0,0,0,1,1,45,2,,0,0,2,0,0,0,0,0,0,0,0,0,0,699,699,0,0,0,0,0,0,0,0,1008,1158,0,0,0,0,212,0,0,0,1184,1184,0,1866,0,4557,0,0,0,0,0,0,.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.57377,18483,141,36.82645,1.08,350.32,420000,57649.38,41470.24,0,15049,0,3217,1264,569.11,2730,1030,1111,0,0,0,1374,1520,1444,149,0,0,2937,82118.4,27834,0,0,109952.4,11707,172,0,0,0,3,1,49,3,,0,0,0,10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,3587,0,0,0,0,1848,0,0,0,0,0,0,2256,0,9451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.48,1.17,43275,293476,78444.4,6821,6790,4187.15,5263.46,5978.060059,274360,0,0,284414,44167.2,49377.3,19.01216,27.66031,0
62,19065,114,107.2419,.89,380,3000000,136766.5,133034.4,0,0,0,5250,20000,1127,12213,1403,700,0,0,0,1978,5667,458,810,0,0,3323,0,0,0,75719,75719,28589,0,0,0,345,1,1,54,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28589,0,0,0,0,0,0,0,0,.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91.34375,23356,131,61.10763,.97,348.8,750000,36599.25,15439.07,20515.95,13376.89,1100,2841,0,518.28,8426,440,1870,1000,0,0,1000,4162,587,1623,0,0,3595,0,0,49371,0,49371,36209,0,0,0,500,1,1,57,3,,0,0,0,24043,0,0,0,0,0,8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4126,0,23977,0,0,0,0,781,781,.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92.10606,23263,113,45.72955,1.33,258.93,1356000,54017.3,93503.77,9120.5,20065.33,0,500,0,0,15054,1154,1823,308,0,0,2750,4177,368,277,0,0,5176,0,63038,0,0,63038,29902,0,1082,0,467,1,1,51,3,,0,0,0,0,0,2856,0,0,0,7680,0,0,0,1435,1435,0,0,0,1261,1261,0,0,0,2309,7215,0,0,0,0,1993,0,0,0,3636,3636,0,0,0,19366,0,0,0,0,0,0,1.17,.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.23809,22379,230,113.7168,2,451.79,1000000,10746.04,63840.18,5205.89,30098,0,1000,0,0,1520,324,1156,0,0,0,145,772,268,85,0,0,1668,0,46331,36174,0,82505,33134,0,920,499,212,3,1,44,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1973,0,0,0,1057,1057,0,0,0,860,5784,0,0,0,0,2854,0,0,0,3772,3772,0,4000,0,29134,0,0,0,0,441,441,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
